Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
mercedes,gla,2023,2.7,petrol,manual,209173,2,3,9516
honda,cr-v,2005,4.9,petrol,automatic,118274,4,4,9634
mercedes,gla,2000,2.2,petrol,manual,1041,5,1,6279
mercedes,e-class,2023,3.2,diesel,automatic,122492,2,4,13250
toyota,camry,2020,1.0,electric,manual,210034,3,1,8899
toyota,camry,2004,3.1,petrol,semi-automatic,293052,2,5,2538
ford,explorer,2007,4.2,electric,automatic,259756,4,3,8704
chevrolet,impala,2009,3.1,diesel,automatic,115892,3,2,9082
kia,rio,2014,3.6,electric,automatic,218266,2,3,11034
hyundai,elantra,2012,1.2,diesel,semi-automatic,39758,5,1,8104
ford,fiesta,2015,4.5,electric,automatic,250587,3,1,11588
chevrolet,impala,2000,1.2,electric,automatic,44471,2,3,7910
mercedes,gla,2012,4.9,petrol,semi-automatic,166952,2,1,9260
mercedes,e-class,2020,2.2,hybrid,automatic,10108,4,4,14597
audi,q5,2001,3.7,electric,manual,15553,4,1,9788
toyota,corolla,2011,2.3,hybrid,semi-automatic,15806,3,2,10383
mercedes,gla,2021,3.1,petrol,semi-automatic,237836,3,4,8743
mercedes,c-class,2007,4.4,petrol,semi-automatic,38760,3,1,9824
volkswagen,golf,2002,2.5,diesel,manual,235829,2,5,2483
volkswagen,passat,2023,3.6,hybrid,manual,112036,5,3,13359
mercedes,c-class,2006,1.2,diesel,semi-automatic,179225,3,1,3515
chevrolet,equinox,2000,5.0,hybrid,semi-automatic,184009,3,4,6419
volkswagen,tiguan,2013,3.0,hybrid,semi-automatic,109459,2,1,9810
audi,a3,2000,1.7,electric,semi-automatic,259907,4,1,2601
hyundai,tucson,2005,4.0,hybrid,automatic,172141,2,3,8657
toyota,rav4,2015,2.1,diesel,automatic,263903,4,5,6921
kia,rio,2022,1.3,electric,manual,120586,3,1,11588
bmw,3 series,2015,3.7,petrol,manual,40026,2,4,11499
chevrolet,impala,2009,2.6,diesel,semi-automatic,202786,5,1,5344
mercedes,c-class,2018,3.7,hybrid,semi-automatic,215331,2,3,9893
audi,q5,2005,4.4,petrol,automatic,281565,5,2,5868
toyota,rav4,2017,2.1,hybrid,semi-automatic,89465,2,4,10510
kia,optima,2012,2.7,petrol,semi-automatic,281578,5,4,4768
honda,cr-v,2003,4.1,diesel,manual,275857,2,4,3582
ford,focus,2003,3.7,diesel,manual,107718,5,1,6545
chevrolet,impala,2007,4.9,hybrid,manual,133488,5,4,9430
chevrolet,malibu,2009,3.2,electric,manual,206720,5,3,7865
ford,explorer,2023,4.8,diesel,automatic,173090,3,3,13838
mercedes,c-class,2010,4.9,hybrid,semi-automatic,52477,2,1,11950
volkswagen,golf,2008,1.4,petrol,manual,4487,4,2,7810
toyota,rav4,2016,4.0,diesel,automatic,58993,4,5,13220
honda,civic,2021,1.3,petrol,automatic,252075,3,4,8158
audi,a3,2010,3.6,electric,automatic,193006,3,2,10339
hyundai,elantra,2021,4.3,hybrid,automatic,76879,5,4,15662
chevrolet,impala,2002,1.8,hybrid,automatic,225885,3,1,4482
kia,sportage,2001,2.3,hybrid,automatic,117992,2,5,6840
honda,accord,2002,1.5,hybrid,automatic,75593,2,3,7188
volkswagen,golf,2021,2.9,diesel,manual,245361,3,5,8392
audi,q5,2016,3.3,petrol,automatic,136132,2,1,10977
kia,rio,2006,1.7,petrol,automatic,112756,2,1,6844
mercedes,gla,2000,4.4,petrol,manual,19401,2,4,8111
kia,optima,2013,2.3,diesel,automatic,120919,5,2,9381
ford,explorer,2021,2.3,electric,semi-automatic,248883,2,4,9722
ford,focus,2006,3.9,hybrid,semi-automatic,38664,3,1,10026
honda,civic,2010,1.7,diesel,automatic,264213,4,4,5015
mercedes,e-class,2009,4.6,hybrid,automatic,235553,2,3,9188
chevrolet,impala,2022,2.0,petrol,automatic,93540,5,2,12329
ford,focus,2019,3.6,petrol,automatic,277052,4,4,9358
hyundai,elantra,2022,3.3,petrol,manual,8157,3,5,13836
toyota,rav4,2002,1.2,hybrid,manual,112578,3,4,4648
honda,civic,2006,2.7,petrol,automatic,42069,2,1,9258
volkswagen,golf,2005,3.4,electric,semi-automatic,285877,5,2,5282
bmw,3 series,2001,3.9,petrol,semi-automatic,61962,4,3,7060
honda,accord,2010,2.7,diesel,semi-automatic,11720,4,2,9565
volkswagen,passat,2012,1.8,diesel,semi-automatic,122118,5,4,7057
audi,q5,2010,3.4,electric,manual,160040,3,1,9299
bmw,5 series,2013,4.9,petrol,automatic,127507,3,5,11849
audi,q5,2003,1.5,petrol,semi-automatic,181314,4,1,2873
hyundai,elantra,2006,4.2,diesel,semi-automatic,298164,4,2,4136
hyundai,tucson,2005,4.7,hybrid,semi-automatic,42193,2,2,10456
chevrolet,impala,2012,4.4,petrol,manual,26805,2,5,11563
bmw,5 series,2000,1.7,hybrid,semi-automatic,48457,2,2,5830
honda,accord,2007,4.1,hybrid,manual,98065,2,3,9338
volkswagen,tiguan,2004,3.9,hybrid,manual,120794,3,3,7784
hyundai,sonata,2019,3.2,diesel,manual,54221,5,2,11915
toyota,corolla,2017,1.5,hybrid,semi-automatic,283042,3,1,6039
hyundai,tucson,2009,2.6,electric,automatic,1430,5,4,12871
bmw,x5,2010,1.5,electric,automatic,1588,3,4,12068
mercedes,e-class,2022,3.4,diesel,manual,45283,4,3,13194
volkswagen,golf,2018,2.8,electric,automatic,111967,2,1,13560
hyundai,tucson,2022,2.1,electric,manual,281662,4,2,9166
bmw,5 series,2005,4.7,petrol,semi-automatic,20173,3,3,9896
volkswagen,tiguan,2016,1.7,petrol,automatic,239501,5,3,7309
chevrolet,equinox,2016,4.3,electric,manual,84801,4,1,13503
audi,a4,2010,4.6,hybrid,semi-automatic,188992,4,1,8920
hyundai,tucson,2003,2.0,electric,manual,199482,2,4,5010
volkswagen,passat,2010,2.8,petrol,semi-automatic,38770,3,1,9124
bmw,5 series,2005,2.6,electric,manual,130929,3,4,7581
kia,sportage,2020,3.6,hybrid,semi-automatic,159695,5,1,11506
honda,civic,2000,2.4,electric,semi-automatic,99479,2,2,6510
hyundai,tucson,2002,4.1,petrol,semi-automatic,253999,5,2,3720
kia,optima,2000,3.0,petrol,manual,287796,2,1,2000
kia,optima,2022,4.7,hybrid,manual,148342,3,1,13433
audi,a3,2011,1.0,electric,semi-automatic,256297,4,3,5274
volkswagen,passat,2005,1.4,diesel,manual,194929,5,1,3101
bmw,5 series,2007,2.3,diesel,automatic,46417,2,1,9071
honda,accord,2006,1.8,diesel,automatic,242383,3,1,4352
honda,cr-v,2008,1.1,hybrid,semi-automatic,178375,5,2,5032
bmw,5 series,2001,2.4,petrol,manual,71138,5,1,5377
ford,explorer,2006,1.9,hybrid,semi-automatic,270910,3,1,3381
kia,optima,2022,2.4,hybrid,manual,123282,5,1,11634
hyundai,tucson,2002,2.7,electric,semi-automatic,93897,3,1,7522
honda,accord,2017,2.9,diesel,manual,196124,2,4,8177
ford,explorer,2018,4.1,diesel,semi-automatic,226037,3,1,9079
volkswagen,passat,2004,3.5,diesel,automatic,163544,4,1,7029
volkswagen,golf,2018,1.5,electric,manual,164345,2,2,9713
mercedes,c-class,2002,4.2,hybrid,manual,9159,2,2,9716
kia,optima,2016,4.4,petrol,automatic,276620,4,1,9267
chevrolet,malibu,2001,4.0,diesel,manual,150485,5,4,5390
hyundai,elantra,2010,4.2,hybrid,automatic,91546,5,1,11969
hyundai,elantra,2005,3.0,hybrid,manual,288021,3,1,3839
kia,rio,2005,3.5,diesel,manual,187571,3,3,5348
honda,civic,2016,2.7,petrol,semi-automatic,32377,2,1,10952
volkswagen,golf,2022,2.1,electric,manual,65641,3,3,13487
mercedes,gla,2015,2.6,electric,manual,129304,5,1,10613
bmw,x5,2009,1.8,hybrid,manual,201019,3,2,5579
volkswagen,tiguan,2013,1.3,petrol,manual,228030,5,2,4739
ford,fiesta,2005,4.1,hybrid,automatic,276665,4,5,6666
kia,sportage,2018,2.8,petrol,semi-automatic,282682,5,5,6646
audi,q5,2013,3.6,electric,automatic,195050,5,5,11199
kia,optima,2006,1.6,hybrid,manual,68222,2,5,7135
ford,explorer,2004,1.2,petrol,manual,146035,4,3,3579
honda,cr-v,2017,2.9,electric,manual,25616,2,5,13587
chevrolet,impala,2012,4.0,hybrid,manual,224113,2,2,8217
kia,rio,2012,1.4,hybrid,automatic,205706,3,1,7485
honda,cr-v,2013,3.2,electric,semi-automatic,76660,2,5,11666
hyundai,elantra,2017,1.7,hybrid,manual,241629,2,5,7067
toyota,corolla,2000,3.9,electric,manual,272522,5,1,4549
chevrolet,equinox,2013,2.0,diesel,automatic,32415,3,2,10851
hyundai,tucson,2005,2.5,hybrid,semi-automatic,127568,4,3,6548
honda,accord,2008,3.6,hybrid,automatic,264803,5,1,7303
kia,optima,2012,1.9,diesel,manual,88215,3,3,7835
chevrolet,malibu,2008,3.8,petrol,automatic,205273,5,3,7694
audi,a4,2010,4.1,electric,automatic,96811,4,3,12763
volkswagen,tiguan,2014,3.2,electric,automatic,191817,2,4,11163
audi,q5,2005,4.9,hybrid,semi-automatic,142060,2,2,8658
audi,a3,2012,4.9,diesel,semi-automatic,239807,3,2,7803
toyota,camry,2019,3.0,hybrid,automatic,71366,4,2,13872
toyota,rav4,2010,4.0,petrol,automatic,28005,2,2,12039
kia,optima,2010,3.6,petrol,semi-automatic,162017,3,3,7459
chevrolet,malibu,2002,4.0,diesel,automatic,289835,3,4,4403
ford,focus,2017,1.8,electric,semi-automatic,173848,3,5,9523
chevrolet,impala,2005,5.0,hybrid,manual,278430,4,3,6031
bmw,5 series,2010,2.1,electric,manual,56067,3,3,10078
hyundai,tucson,2018,4.6,electric,manual,28506,4,3,15529
toyota,rav4,2008,3.6,hybrid,manual,97823,5,4,9143
volkswagen,tiguan,2019,2.5,hybrid,manual,62786,2,1,12044
volkswagen,tiguan,2020,4.4,diesel,automatic,132926,4,5,13341
audi,q5,2014,2.1,electric,manual,90051,2,2,10598
bmw,3 series,2003,4.7,petrol,semi-automatic,61010,2,1,8479
honda,civic,2012,4.1,diesel,manual,44984,2,4,10900
audi,a4,2023,1.6,hybrid,semi-automatic,176562,2,3,10068
honda,civic,2019,3.0,electric,manual,258633,5,4,9627
ford,fiesta,2021,4.1,hybrid,semi-automatic,268526,5,5,10129
volkswagen,golf,2005,4.8,petrol,semi-automatic,68566,3,1,9028
audi,a4,2002,3.8,diesel,semi-automatic,293695,2,1,2626
toyota,camry,2016,2.1,hybrid,semi-automatic,291660,5,2,6166
audi,q5,2015,4.7,electric,automatic,98489,4,4,14830
hyundai,elantra,2014,1.5,electric,manual,78652,4,5,10226
audi,a3,2013,4.0,petrol,automatic,284811,3,1,7803
mercedes,e-class,2002,4.3,hybrid,semi-automatic,23722,5,5,9525
hyundai,sonata,2014,3.4,electric,manual,73979,2,4,12220
toyota,camry,2008,2.5,diesel,semi-automatic,223819,4,4,4523
hyundai,sonata,2012,1.9,hybrid,automatic,2929,2,3,12041
chevrolet,malibu,2023,1.3,hybrid,automatic,114077,4,4,12518
audi,a4,2007,4.8,electric,manual,62057,4,3,11758
ford,focus,2002,3.3,hybrid,manual,26697,3,5,8466
toyota,rav4,2021,3.8,hybrid,semi-automatic,252751,5,2,10144
honda,civic,2017,3.7,diesel,manual,195388,5,1,8992
volkswagen,tiguan,2012,2.9,hybrid,automatic,78118,2,4,11537
honda,cr-v,2019,1.7,diesel,semi-automatic,199846,2,3,7503
bmw,x5,2002,3.3,hybrid,manual,96417,3,1,7071
mercedes,e-class,2004,4.0,diesel,manual,164121,3,5,6017
volkswagen,golf,2013,3.6,diesel,semi-automatic,171445,5,3,8171
ford,explorer,2004,1.1,diesel,semi-automatic,98492,5,4,4430
mercedes,gla,2009,4.6,petrol,manual,101116,4,5,9377
hyundai,elantra,2014,3.2,electric,semi-automatic,110800,3,5,11284
bmw,3 series,2015,2.0,petrol,manual,165528,4,1,7289
chevrolet,malibu,2002,2.2,petrol,semi-automatic,243388,3,5,2032
volkswagen,tiguan,2006,4.5,electric,semi-automatic,47808,5,2,11443
audi,q5,2011,2.2,electric,manual,161964,5,3,8360
volkswagen,tiguan,2003,1.9,electric,automatic,146859,5,1,7462
ford,explorer,2005,3.2,electric,semi-automatic,33266,2,2,10134
volkswagen,golf,2010,3.1,diesel,semi-automatic,154466,4,3,7110
mercedes,gla,2015,2.9,electric,automatic,60182,4,4,13796
volkswagen,tiguan,2023,1.4,petrol,automatic,279437,3,2,8311
bmw,5 series,2010,1.6,hybrid,manual,247383,3,2,4752
honda,cr-v,2017,3.3,hybrid,semi-automatic,210820,5,5,9283
toyota,camry,2009,2.7,diesel,semi-automatic,57372,4,4,8352
audi,a4,2004,2.6,petrol,semi-automatic,138479,2,3,5130
toyota,rav4,2004,1.9,petrol,semi-automatic,104826,3,2,5103
honda,civic,2000,4.1,electric,semi-automatic,90777,3,3,8384
ford,explorer,2009,5.0,electric,semi-automatic,92371,3,5,11952
kia,optima,2001,1.7,hybrid,manual,56182,3,4,5976
hyundai,tucson,2007,2.9,diesel,semi-automatic,967,2,3,9080
ford,fiesta,2018,4.3,petrol,manual,272171,4,4,8356
kia,sportage,2010,2.6,petrol,semi-automatic,171343,4,4,6273
chevrolet,equinox,2013,3.4,electric,automatic,142209,4,3,12055
honda,cr-v,2007,4.2,hybrid,automatic,89968,3,4,11100
honda,accord,2006,1.7,hybrid,automatic,213893,2,1,5822
mercedes,c-class,2004,1.7,hybrid,semi-automatic,105588,5,3,5888
kia,sportage,2008,3.6,electric,manual,241870,5,5,7262
honda,cr-v,2006,3.8,diesel,automatic,211493,5,1,6970
bmw,3 series,2012,3.3,electric,semi-automatic,132770,4,3,10344
toyota,corolla,2022,2.8,diesel,semi-automatic,216048,4,1,9179
mercedes,e-class,2021,4.4,hybrid,manual,231708,4,2,11165
mercedes,c-class,2021,3.9,electric,automatic,9279,4,2,17614
volkswagen,tiguan,2007,1.5,petrol,automatic,229041,3,5,4619
volkswagen,tiguan,2011,1.1,hybrid,manual,7027,3,1,9359
chevrolet,impala,2023,3.5,electric,manual,186677,2,4,12766
honda,cr-v,2021,2.5,petrol,automatic,74456,5,1,12910
mercedes,c-class,2020,2.2,diesel,manual,247124,4,2,7357
toyota,camry,2011,2.0,diesel,manual,290151,2,5,3596
ford,explorer,2004,4.4,hybrid,manual,37216,3,1,9955
bmw,5 series,2014,1.9,diesel,semi-automatic,19148,2,2,9817
audi,a3,2009,2.5,electric,automatic,257625,5,2,7647
volkswagen,passat,2006,2.3,diesel,automatic,99250,3,5,7715
kia,sportage,2013,4.2,electric,semi-automatic,172709,4,1,10745
ford,explorer,2019,3.6,diesel,manual,8331,3,1,13233
honda,cr-v,2009,3.1,electric,automatic,129153,5,4,10816
kia,optima,2018,2.0,diesel,automatic,214831,3,1,8703
bmw,5 series,2012,2.5,diesel,automatic,123274,4,1,9234
mercedes,gla,2023,1.5,electric,semi-automatic,224051,2,2,10018
mercedes,gla,2018,4.2,diesel,automatic,125760,4,1,12684
volkswagen,passat,2014,1.2,hybrid,manual,100150,5,1,8497
toyota,camry,2018,2.0,petrol,semi-automatic,194008,5,4,7619
bmw,3 series,2006,3.0,diesel,semi-automatic,281470,3,4,3270
bmw,x5,2020,3.3,hybrid,automatic,215374,3,1,11592
hyundai,tucson,2021,4.5,petrol,manual,227466,5,5,10350
bmw,5 series,2004,1.8,hybrid,manual,186063,2,3,4378
ford,explorer,2006,3.2,petrol,manual,14781,4,2,8804
volkswagen,golf,2012,2.3,diesel,automatic,110813,4,3,9283
chevrolet,equinox,2002,3.7,hybrid,manual,261395,5,4,4172
hyundai,sonata,2000,1.6,electric,automatic,161695,4,1,5966
bmw,3 series,2003,3.2,hybrid,semi-automatic,71841,2,1,7763
honda,cr-v,2010,2.1,diesel,manual,277789,5,1,3644
chevrolet,equinox,2017,1.9,diesel,semi-automatic,43020,5,5,10239
hyundai,sonata,2000,2.8,hybrid,semi-automatic,214526,2,2,3609
chevrolet,impala,2010,3.4,electric,automatic,113216,2,4,11735
kia,optima,2001,1.2,diesel,semi-automatic,38717,2,1,4825
mercedes,gla,2011,4.1,diesel,automatic,102940,5,2,10941
hyundai,tucson,2023,2.7,petrol,automatic,222326,4,4,10753
bmw,3 series,2016,1.6,petrol,manual,102470,5,3,8450
hyundai,elantra,2012,2.8,hybrid,semi-automatic,185144,3,1,7797
ford,explorer,2022,2.7,electric,semi-automatic,16475,4,4,15070
mercedes,gla,2003,2.0,diesel,semi-automatic,173116,3,1,3537
bmw,x5,2002,4.6,diesel,semi-automatic,134954,5,2,6600
bmw,x5,2009,2.9,diesel,semi-automatic,135918,2,2,6981
audi,a4,2019,3.1,petrol,manual,53753,5,4,11824
honda,civic,2008,1.8,petrol,semi-automatic,160396,5,3,5092
chevrolet,impala,2020,4.3,petrol,automatic,160083,4,1,12698
mercedes,c-class,2001,1.3,hybrid,semi-automatic,219995,4,3,2300
toyota,camry,2012,3.5,petrol,semi-automatic,159933,3,2,8001
toyota,camry,2012,2.2,petrol,manual,121281,5,1,7474
honda,cr-v,2011,4.5,electric,automatic,252749,2,1,10345
chevrolet,equinox,2021,1.3,diesel,semi-automatic,71617,4,4,10267
chevrolet,malibu,2006,4.9,diesel,automatic,286774,3,4,6564
toyota,camry,2017,1.3,hybrid,manual,279642,2,5,5907
volkswagen,passat,2005,4.3,diesel,automatic,102606,5,1,9347
ford,focus,2008,1.5,petrol,automatic,14038,3,4,9219
bmw,5 series,2016,4.6,hybrid,automatic,18806,2,5,15623
audi,q5,2011,2.9,electric,manual,264222,2,4,7015
honda,accord,2002,3.3,diesel,automatic,102527,3,3,7449
bmw,x5,2020,2.2,diesel,manual,34981,4,3,11600
volkswagen,golf,2020,3.3,hybrid,manual,186734,2,2,10665
kia,rio,2019,4.0,diesel,semi-automatic,202288,2,5,9754
chevrolet,equinox,2010,2.3,diesel,automatic,220489,4,1,6490
audi,a4,2003,1.5,petrol,automatic,260266,4,1,2794
honda,accord,2022,1.4,petrol,manual,29660,5,2,11506
bmw,3 series,2011,4.0,electric,manual,116379,5,4,11072
toyota,corolla,2005,3.5,petrol,automatic,205397,2,3,6492
bmw,3 series,2000,3.5,diesel,automatic,231256,2,1,4474
bmw,5 series,2018,3.7,electric,automatic,99505,3,3,14709
chevrolet,malibu,2013,3.2,electric,manual,165340,3,3,9893
hyundai,elantra,2013,2.7,diesel,manual,14465,2,5,10410
kia,rio,2017,2.2,diesel,automatic,120083,3,1,10498
honda,civic,2019,3.0,diesel,automatic,13013,5,5,14039
volkswagen,tiguan,2019,2.7,electric,semi-automatic,31036,3,5,13879
volkswagen,tiguan,2006,1.7,electric,automatic,235326,2,3,6393
audi,q5,2016,1.4,electric,semi-automatic,13593,5,3,12028
audi,a3,2002,3.1,petrol,manual,16100,4,4,7478
audi,a3,2014,3.0,hybrid,automatic,113665,2,1,11526
kia,optima,2018,4.8,hybrid,manual,265363,2,2,9992
toyota,corolla,2023,4.8,hybrid,semi-automatic,34738,2,3,16105
ford,fiesta,2005,2.9,petrol,automatic,79866,3,5,8402
ford,explorer,2001,2.9,hybrid,automatic,198686,4,5,5826
audi,a4,2014,4.7,diesel,semi-automatic,198468,5,2,9030
chevrolet,equinox,2008,1.4,hybrid,manual,218843,5,3,4523
toyota,corolla,2022,5.0,diesel,semi-automatic,284939,4,3,10001
mercedes,e-class,2017,2.0,diesel,manual,116231,3,5,8875
bmw,3 series,2019,3.6,hybrid,manual,146344,2,2,11473
volkswagen,tiguan,2004,3.9,hybrid,automatic,172561,2,2,8248
bmw,x5,2023,4.1,petrol,automatic,92854,4,1,14742
toyota,camry,2020,1.3,petrol,manual,106291,2,4,9274
bmw,3 series,2023,1.2,hybrid,manual,304,2,1,13193
ford,focus,2017,1.2,petrol,semi-automatic,195613,3,5,6487
honda,accord,2020,2.2,petrol,semi-automatic,274038,3,1,6819
audi,a4,2016,3.7,hybrid,automatic,53763,5,1,14024
honda,civic,2017,1.8,hybrid,semi-automatic,6251,2,4,11874
ford,focus,2016,4.1,petrol,automatic,159652,5,3,11306
mercedes,e-class,2001,3.8,electric,automatic,99792,3,4,9704
honda,accord,2021,1.5,hybrid,automatic,267269,2,1,9054
mercedes,gla,2022,4.9,diesel,automatic,197564,3,2,13148
mercedes,gla,2019,4.5,electric,automatic,87606,5,1,16047
kia,sportage,2010,3.7,diesel,automatic,78088,4,2,10738
toyota,rav4,2001,4.0,electric,automatic,52222,3,1,10855
kia,sportage,2018,4.4,hybrid,semi-automatic,234162,4,4,10216
ford,explorer,2014,4.6,diesel,semi-automatic,26038,5,2,12379
audi,a4,2014,1.8,petrol,automatic,106052,3,4,9478
chevrolet,impala,2010,4.5,diesel,semi-automatic,102085,3,3,9558
mercedes,c-class,2002,3.9,hybrid,semi-automatic,86694,5,3,7866
mercedes,gla,2003,3.1,hybrid,manual,282531,4,4,3449
chevrolet,equinox,2011,2.6,hybrid,manual,137574,5,4,8248
hyundai,elantra,2001,4.6,diesel,automatic,231983,4,2,5860
mercedes,c-class,2018,1.1,hybrid,automatic,117375,5,1,10752
mercedes,gla,2007,2.9,electric,semi-automatic,213587,4,1,6828
honda,civic,2021,1.5,electric,manual,103231,3,5,11835
toyota,corolla,2001,1.9,electric,semi-automatic,218047,2,5,3939
honda,cr-v,2002,1.7,hybrid,semi-automatic,187222,3,1,3655
bmw,5 series,2012,1.1,diesel,semi-automatic,100340,4,2,6793
toyota,camry,2009,2.3,hybrid,manual,18215,3,1,9735
hyundai,sonata,2021,2.3,electric,manual,208278,4,4,10534
kia,optima,2022,1.1,hybrid,semi-automatic,207337,5,3,8653
chevrolet,equinox,2013,3.0,diesel,semi-automatic,112614,4,3,8747
honda,civic,2018,1.8,diesel,manual,111359,4,2,9072
mercedes,gla,2004,2.1,petrol,manual,297401,4,3,2000
volkswagen,tiguan,2023,3.4,petrol,semi-automatic,84322,5,3,12713
toyota,camry,2014,3.2,hybrid,semi-automatic,38164,4,3,11736
bmw,5 series,2015,4.3,hybrid,manual,226105,2,3,9377
kia,optima,2000,3.7,diesel,manual,257344,2,4,2653
toyota,rav4,2022,3.8,petrol,automatic,253374,4,5,10932
mercedes,e-class,2016,3.0,hybrid,manual,123858,5,4,10422
ford,focus,2011,2.9,petrol,semi-automatic,78884,2,2,8722
toyota,rav4,2013,3.8,petrol,semi-automatic,296839,2,2,5863
bmw,x5,2018,2.2,diesel,semi-automatic,227535,4,5,7149
bmw,3 series,2005,1.2,diesel,manual,257760,5,5,2000
audi,a4,2011,3.1,hybrid,semi-automatic,220492,3,3,7090
hyundai,elantra,2015,2.7,petrol,automatic,268765,4,3,7424
bmw,5 series,2020,2.9,diesel,semi-automatic,83120,2,1,11337
toyota,camry,2009,4.3,hybrid,semi-automatic,118688,4,1,9726
ford,fiesta,2007,1.5,electric,manual,189411,4,1,5911
honda,cr-v,2007,4.8,diesel,semi-automatic,116717,4,2,8665
chevrolet,equinox,2009,2.3,electric,automatic,135617,4,4,9887
audi,a4,2007,2.8,hybrid,manual,53161,3,5,8936
audi,q5,2008,3.6,electric,semi-automatic,239176,2,4,7316
kia,sportage,2022,4.5,petrol,manual,62867,2,3,13942
chevrolet,equinox,2012,3.2,petrol,manual,77921,5,4,9341
volkswagen,golf,2009,2.8,hybrid,manual,238049,2,2,5839
toyota,corolla,2023,1.4,hybrid,semi-automatic,254854,2,5,8302
bmw,5 series,2018,3.4,hybrid,semi-automatic,22501,4,3,13449
bmw,3 series,2004,3.5,hybrid,manual,37472,2,4,9050
mercedes,e-class,2022,1.7,hybrid,manual,89383,4,1,11612
hyundai,sonata,2020,1.4,petrol,automatic,66280,5,5,11674
toyota,camry,2023,2.8,petrol,automatic,267121,3,3,9957
honda,accord,2008,1.8,electric,semi-automatic,127873,4,3,7742
toyota,camry,2017,4.6,electric,manual,167921,3,5,12441
honda,accord,2011,3.8,electric,semi-automatic,169379,3,5,9812
audi,q5,2003,3.1,hybrid,manual,16843,5,2,8763
kia,rio,2011,4.0,electric,manual,51730,2,5,12365
toyota,corolla,2011,2.0,electric,semi-automatic,64628,2,2,10107
chevrolet,malibu,2002,1.4,electric,manual,109489,2,5,5910
toyota,camry,2011,3.1,hybrid,automatic,86624,5,5,11267
volkswagen,golf,2018,3.7,hybrid,semi-automatic,123723,3,3,11725
mercedes,gla,2002,3.7,petrol,automatic,81114,5,3,8277
ford,fiesta,2009,1.1,hybrid,manual,79509,3,4,7309
audi,a4,2017,2.8,electric,automatic,156076,3,2,12378
kia,optima,2019,2.6,electric,automatic,233807,2,3,11223
volkswagen,golf,2003,1.3,hybrid,semi-automatic,57090,5,2,6158
mercedes,e-class,2004,4.6,electric,semi-automatic,127442,3,2,9351
honda,cr-v,2012,2.5,electric,manual,199386,3,5,8212
toyota,corolla,2006,3.3,hybrid,semi-automatic,6795,4,4,10064
audi,a4,2023,2.7,diesel,manual,132276,2,1,11054
volkswagen,golf,2023,3.7,petrol,manual,85241,2,3,12995
mercedes,e-class,2009,3.7,petrol,semi-automatic,200342,4,5,6493
mercedes,gla,2014,3.2,diesel,manual,114714,5,1,9205
hyundai,tucson,2008,2.5,hybrid,manual,51676,3,2,8966
volkswagen,tiguan,2006,1.7,petrol,automatic,251096,4,4,4078
bmw,x5,2021,3.2,petrol,semi-automatic,158620,4,3,10427
volkswagen,tiguan,2001,3.9,electric,automatic,233455,4,2,7130
toyota,corolla,2001,1.0,petrol,manual,134631,3,4,2707
